seq,kind,stage,x_m,y_m,channel,outcome,theta_deg,virtual_time_s,travel_m
0,measure,survey,0.00,0.00,1,direction,142.65,5.000,0.00
1,measure,survey,0.00,0.00,2,direction,308.86,11.000,0.00
2,measure,survey,0.00,0.00,3,direction,41.99,17.000,0.00
3,measure,survey,0.00,0.00,4,no_signal,,23.000,0.00
4,measure,survey,0.00,0.00,5,no_signal,,29.000,0.00
5,measure,survey,0.00,0.00,6,direction,22.08,35.000,0.00
6,measure,survey,0.00,0.00,7,no_signal,,41.000,0.00
7,measure,survey,0.00,0.00,8,no_signal,,47.000,0.00
8,measure,survey,0.00,0.00,9,no_signal,,53.000,0.00
9,measure,survey,0.00,0.00,10,no_signal,,59.000,0.00
10,measure,survey,0.00,0.00,11,no_signal,,65.000,0.00
11,measure,survey,0.00,0.00,12,no_signal,,71.000,0.00
12,measure,survey,0.00,0.00,13,no_signal,,77.000,0.00
13,measure,survey,0.00,0.00,14,no_signal,,83.000,0.00
14,measure,survey,0.00,0.00,15,no_signal,,89.000,0.00
15,measure,survey,0.00,0.00,16,direction,188.43,95.000,0.00
16,measure,survey,0.00,0.00,17,no_signal,,101.000,0.00
17,measure,survey,0.00,0.00,18,no_signal,,107.000,0.00
18,measure,survey,0.00,0.00,19,direction,149.85,113.000,0.00
19,measure,survey,0.00,0.00,20,no_signal,,119.000,0.00
20,measure,survey,-918.80,-771.88,1,no_signal,,365.000,1200.00
21,measure,survey,-918.80,-771.88,2,no_signal,,371.000,1200.00
22,measure,survey,-918.80,-771.88,3,no_signal,,377.000,1200.00
23,measure,survey,-918.80,-771.88,4,no_signal,,383.000,1200.00
24,measure,survey,-918.80,-771.88,5,no_signal,,389.000,1200.00
25,measure,survey,-918.80,-771.88,6,no_signal,,395.000,1200.00
26,measure,survey,-918.80,-771.88,7,no_signal,,401.000,1200.00
27,measure,survey,-918.80,-771.88,8,no_signal,,407.000,1200.00
28,measure,survey,-918.80,-771.88,9,no_signal,,413.000,1200.00
29,measure,survey,-918.80,-771.88,10,no_signal,,419.000,1200.00
30,measure,survey,-918.80,-771.88,11,no_signal,,425.000,1200.00
31,measure,survey,-918.80,-771.88,12,no_signal,,431.000,1200.00
32,measure,survey,-918.80,-771.88,13,direction,300.76,437.000,1200.00
33,measure,survey,-918.80,-771.88,14,no_signal,,443.000,1200.00
34,measure,survey,-918.80,-771.88,15,no_signal,,449.000,1200.00
35,measure,survey,-918.80,-771.88,16,direction,126.63,455.000,1200.00
36,measure,survey,-918.80,-771.88,17,no_signal,,461.000,1200.00
37,measure,survey,-918.80,-771.88,18,no_signal,,467.000,1200.00
38,measure,survey,-918.80,-771.88,19,direction,69.97,473.000,1200.00
39,measure,survey,-918.80,-771.88,20,no_signal,,479.000,1200.00
40,measure,survey,209.07,-1181.65,1,no_signal,,725.000,2400.00
41,measure,survey,209.07,-1181.65,2,direction,87.90,731.000,2400.00
42,measure,survey,209.07,-1181.65,3,no_signal,,737.000,2400.00
43,measure,survey,209.07,-1181.65,4,no_signal,,743.000,2400.00
44,measure,survey,209.07,-1181.65,5,no_signal,,749.000,2400.00
45,measure,survey,209.07,-1181.65,6,no_signal,,755.000,2400.00
46,measure,survey,209.07,-1181.65,7,no_signal,,761.000,2400.00
47,measure,survey,209.07,-1181.65,8,no_signal,,767.000,2400.00
48,measure,survey,209.07,-1181.65,9,no_signal,,773.000,2400.00
49,measure,survey,209.07,-1181.65,10,no_signal,,779.000,2400.00
50,measure,survey,209.07,-1181.65,11,no_signal,,785.000,2400.00
51,measure,survey,209.07,-1181.65,12,no_signal,,791.000,2400.00
52,measure,survey,209.07,-1181.65,13,direction,204.13,797.000,2400.00
53,measure,survey,209.07,-1181.65,14,no_signal,,803.000,2400.00
54,measure,survey,209.07,-1181.65,15,no_signal,,809.000,2400.00
55,measure,survey,209.07,-1181.65,17,no_signal,,815.000,2400.00
56,measure,survey,209.07,-1181.65,18,no_signal,,821.000,2400.00
57,measure,survey,209.07,-1181.65,20,no_signal,,827.000,2400.00
58,measure,survey,1127.87,-409.76,1,no_signal,,1073.000,3600.00
59,measure,survey,1127.87,-409.76,2,direction,172.48,1079.000,3600.00
60,measure,survey,1127.87,-409.76,3,direction,125.51,1085.000,3600.00
61,measure,survey,1127.87,-409.76,4,no_signal,,1091.000,3600.00
62,measure,survey,1127.87,-409.76,5,no_signal,,1097.000,3600.00
63,measure,survey,1127.87,-409.76,6,direction,141.42,1103.000,3600.00
64,measure,survey,1127.87,-409.76,7,no_signal,,1109.000,3600.00
65,measure,survey,1127.87,-409.76,8,no_signal,,1115.000,3600.00
66,measure,survey,1127.87,-409.76,9,no_signal,,1121.000,3600.00
67,measure,survey,1127.87,-409.76,10,no_signal,,1127.000,3600.00
68,measure,survey,1127.87,-409.76,11,no_signal,,1133.000,3600.00
69,measure,survey,1127.87,-409.76,12,no_signal,,1139.000,3600.00
70,measure,survey,1127.87,-409.76,14,no_signal,,1145.000,3600.00
71,measure,survey,1127.87,-409.76,15,no_signal,,1151.000,3600.00
72,measure,survey,1127.87,-409.76,17,no_signal,,1157.000,3600.00
73,measure,survey,1127.87,-409.76,18,no_signal,,1163.000,3600.00
74,measure,survey,1127.87,-409.76,20,no_signal,,1169.000,3600.00
75,clear,survey-clear,508.72,458.36,3,success,,1387.260,4666.30
76,measure,survey-clear,918.80,771.88,1,no_signal,,1496.500,5182.50
