seq,kind,stage,x_m,y_m,channel,outcome,theta_deg,virtual_time_s,travel_m
43,measure,survey-clear,-600.00,1039.23,3,direction,343.51,807.099,2725.50
44,measure,survey-clear,-600.00,1039.23,4,direction,197.45,813.099,2725.50
45,measure,survey-clear,-600.00,1039.23,5,no_signal,,819.099,2725.50
46,measure,survey-clear,-600.00,1039.23,7,no_signal,,825.099,2725.50
47,measure,survey-clear,-600.00,1039.23,8,no_signal,,831.099,2725.50
48,measure,survey-clear,-600.00,1039.23,9,no_signal,,837.099,2725.50
49,measure,survey-clear,-600.00,1039.23,11,direction,208.14,843.099,2725.50
50,measure,survey-clear,-600.00,1039.23,12,no_signal,,849.099,2725.50
51,measure,survey-clear,-600.00,1039.23,13,direction,339.24,855.099,2725.50
52,measure,survey-clear,-600.00,1039.23,14,no_signal,,861.099,2725.50
53,measure,survey-clear,-600.00,1039.23,15,no_signal,,867.099,2725.50
54,measure,survey-clear,-600.00,1039.23,16,no_signal,,873.099,2725.50
55,measure,survey-clear,-600.00,1039.23,17,no_signal,,879.099,2725.50
56,measure,survey-clear,-600.00,1039.23,18,no_signal,,885.099,2725.50
57,measure,survey-clear,-600.00,1039.23,19,no_signal,,891.099,2725.50
58,measure,survey-clear,-600.00,1039.23,20,no_signal,,897.099,2725.50
59,clear,survey-clear,377.12,750.31,3,success,,1105.886,3744.43
60,clear,survey-clear,-176.64,878.31,13,success,,1224.558,4312.79
61,measure,survey-clear,600.00,1039.23,1,no_signal,,1389.185,5105.93
62,measure,survey-clear,600.00,1039.23,2,direction,57.38,1395.185,5105.93
63,measure,survey-clear,600.00,1039.23,4,no_signal,,1401.185,5105.93
64,measure,survey-clear,600.00,1039.23,5,no_signal,,1407.185,5105.93
65,measure,survey-clear,600.00,1039.23,7,no_signal,,1413.185,5105.93
66,measure,survey-clear,600.00,1039.23,8,no_signal,,1419.185,5105.93
67,measure,survey-clear,600.00,1039.23,9,no_signal,,1425.185,5105.93
68,measure,survey-clear,600.00,1039.23,12,no_signal,,1431.185,5105.93
69,measure,survey-clear,600.00,1039.23,14,no_signal,,1437.185,5105.93
70,measure,survey-clear,600.00,1039.23,15,no_signal,,1443.185,5105.93
71,measure,survey-clear,600.00,1039.23,17,no_signal,,1449.185,5105.93
72,measure,survey-clear,600.00,1039.23,18,no_signal,,1455.185,5105.93
73,measure,survey-clear,600.00,1039.23,19,no_signal,,1461.185,5105.93
74,measure,survey-clear,1200.00,0.00,1,direction,284.17,1707.185,6305.93
75,measure,survey-clear,1200.00,0.00,2,no_signal,,1713.185,6305.93
76,measure,survey-clear,1200.00,0.00,5,direction,341.54,1719.185,6305.93
77,measure,survey-clear,1200.00,0.00,7,no_signal,,1725.185,6305.93
78,measure,survey-clear,1200.00,0.00,8,no_signal,,1731.185,6305.93
79,measure,survey-clear,1200.00,0.00,9,no_signal,,1737.185,6305.93
80,measure,survey-clear,1200.00,0.00,12,no_signal,,1743.185,6305.93
81,measure,survey-clear,1200.00,0.00,14,no_signal,,1749.185,6305.93
82,measure,survey-clear,1200.00,0.00,15,direction,252.04,1755.185,6305.93
83,measure,survey-clear,1200.00,0.00,17,direction,285.10,1761.185,6305.93
84,measure,survey-clear,1200.00,0.00,18,no_signal,,1767.185,6305.93
85,measure,survey-clear,1200.00,0.00,19,direction,267.98,1773.185,6305.93
86,measure,survey-clear,600.00,-1039.23,1,direction,7.68,2019.185,7505.93
87,measure,survey-clear,600.00,-1039.23,5,no_signal,,2025.185,7505.93
88,measure,survey-clear,600.00,-1039.23,7,no_signal,,2031.185,7505.93
89,measure,survey-clear,600.00,-1039.23,8,no_signal,,2037.185,7505.93
90,measure,survey-clear,600.00,-1039.23,9,no_signal,,2043.185,7505.93
91,measure,survey-clear,600.00,-1039.23,12,direction,186.06,2049.185,7505.93
92,measure,survey-clear,600.00,-1039.23,14,direction,217.19,2055.185,7505.93
93,measure,survey-clear,600.00,-1039.23,15,direction,44.16,2061.185,7505.93
94,measure,survey-clear,600.00,-1039.23,17,direction,35.46,2067.185,7505.93
95,measure,survey-clear,600.00,-1039.23,18,no_signal,,2073.185,7505.93
96,measure,survey-clear,600.00,-1039.23,19,direction,351.12,2079.185,7505.93
97,clear,survey-clear,-88.24,-1112.68,12,success,,2222.615,8198.08
98,clear,survey-clear,352.07,-1227.92,14,success,,2318.643,8653.22
99,measure,survey-clear,-600.00,-1039.23,7,no_signal,,2518.761,9623.80
100,measure,survey-clear,-600.00,-1039.23,8,no_signal,,2524.761,9623.80
101,measure,survey-clear,-600.00,-1039.23,9,no_signal,,2530.761,9623.80
102,measure,survey-clear,-600.00,-1039.23,10,direction,122.96,2536.761,9623.80
103,measure,survey-clear,-600.00,-1039.23,16,direction,148.69,2542.761,9623.80
104,measure,survey-clear,-600.00,-1039.23,18,no_signal,,2548.761,9623.80
105,measure,survey-clear,-600.00,-1039.23,20,no_signal,,2554.761,9623.80
106,clear,survey-clear,-886.71,-593.09,10,success,,2665.826,10154.13
107,clear,survey-clear,-1410.98,-545.68,16,success,,2776.108,10680.54
108,measure,refine,-1505.73,500.51,20,direction,262.85,2991.203,11731.01
109,clear,refine,-1542.70,204.39,20,success,,3055.887,12029.44
110,clear,refine,-1532.91,540.51,11,success,,3128.139,12365.70
111,clear,refine,-799.53,976.02,4,success,,3303.730,13218.65
112,measure,refine,624.82,1627.85,2,direction,319.16,3623.012,14785.06
113,clear,refine,851.21,1431.95,2,success,,3687.888,15084.44
114,measure,refine,1790.31,114.33,5,direction,198.28,4017.494,16702.47
115,clear,refine,1321.52,-40.25,5,success,,4121.217,17196.08
116,clear,refine,1338.10,-513.19,17,success,,4220.863,17669.32
117,clear,refine,983.37,-665.88,15,success,,4303.104,18055.52
118,clear,refine,1160.46,-1127.17,19,success,,4406.927,18549.63
119,clear,refine,1434.36,-927.04,1,success,,4479.771,18888.86
