seq,kind,stage,x_m,y_m,channel,outcome,theta_deg,virtual_time_s,travel_m
0,measure,survey,0.00,0.00,1,direction,142.65,5.000,0.00
1,measure,survey,0.00,0.00,2,direction,308.86,11.000,0.00
2,measure,survey,0.00,0.00,3,direction,41.99,17.000,0.00
3,measure,survey,0.00,0.00,4,no_signal,,23.000,0.00
4,measure,survey,0.00,0.00,5,no_signal,,29.000,0.00
5,measure,survey,0.00,0.00,6,direction,22.08,35.000,0.00
6,measure,survey,0.00,0.00,7,no_signal,,41.000,0.00
7,measure,survey,0.00,0.00,8,no_signal,,47.000,0.00
8,measure,survey,0.00,0.00,9,no_signal,,53.000,0.00
9,measure,survey,0.00,0.00,10,no_signal,,59.000,0.00
10,measure,survey,0.00,0.00,11,no_signal,,65.000,0.00
11,measure,survey,0.00,0.00,12,no_signal,,71.000,0.00
12,measure,survey,0.00,0.00,13,no_signal,,77.000,0.00
13,measure,survey,0.00,0.00,14,no_signal,,83.000,0.00
14,measure,survey,0.00,0.00,15,no_signal,,89.000,0.00
15,measure,survey,0.00,0.00,16,direction,188.43,95.000,0.00
16,measure,survey,0.00,0.00,17,no_signal,,101.000,0.00
17,measure,survey,0.00,0.00,18,no_signal,,107.000,0.00
18,measure,survey,0.00,0.00,19,direction,149.85,113.000,0.00
19,measure,survey,0.00,0.00,20,no_signal,,119.000,0.00
20,measure,survey,-792.16,-602.80,1,direction,102.04,324.087,995.44
21,measure,survey,-792.16,-602.80,2,direction,16.99,330.087,995.44
22,measure,survey,-792.16,-602.80,3,no_signal,,336.087,995.44
23,measure,survey,-792.16,-602.80,4,no_signal,,342.087,995.44
24,measure,survey,-792.16,-602.80,5,no_signal,,348.087,995.44
25,measure,survey,-792.16,-602.80,6,no_signal,,354.087,995.44
26,measure,survey,-792.16,-602.80,7,no_signal,,360.087,995.44
27,measure,survey,-792.16,-602.80,8,no_signal,,366.087,995.44
28,measure,survey,-792.16,-602.80,9,no_signal,,372.087,995.44
29,measure,survey,-792.16,-602.80,10,direction,116.31,378.087,995.44
30,measure,survey,-792.16,-602.80,11,no_signal,,384.087,995.44
31,measure,survey,-792.16,-602.80,12,no_signal,,390.087,995.44
32,measure,survey,-792.16,-602.80,13,direction,287.58,396.087,995.44
33,measure,survey,-792.16,-602.80,14,no_signal,,402.087,995.44
34,measure,survey,-792.16,-602.80,15,no_signal,,408.087,995.44
35,measure,survey,-792.16,-602.80,16,direction,143.48,414.087,995.44
36,measure,survey,-792.16,-602.80,17,no_signal,,420.087,995.44
37,measure,survey,-792.16,-602.80,18,no_signal,,426.087,995.44
38,measure,survey,-792.16,-602.80,19,direction,73.79,432.087,995.44
39,measure,survey,-792.16,-602.80,20,no_signal,,438.087,995.44
40,measure,survey,-49.27,-980.61,2,direction,66.84,610.775,1828.88
41,measure,survey,-49.27,-980.61,3,no_signal,,616.775,1828.88
42,measure,survey,-49.27,-980.61,4,no_signal,,622.775,1828.88
43,measure,survey,-49.27,-980.61,5,no_signal,,628.775,1828.88
44,measure,survey,-49.27,-980.61,6,no_signal,,634.775,1828.88
45,measure,survey,-49.27,-980.61,7,no_signal,,640.775,1828.88
46,measure,survey,-49.27,-980.61,8,no_signal,,646.775,1828.88
47,measure,survey,-49.27,-980.61,9,no_signal,,652.775,1828.88
48,measure,survey,-49.27,-980.61,10,no_signal,,658.775,1828.88
49,measure,survey,-49.27,-980.61,11,no_signal,,664.775,1828.88
50,measure,survey,-49.27,-980.61,12,no_signal,,670.775,1828.88
51,measure,survey,-49.27,-980.61,13,direction,229.45,676.775,1828.88
52,measure,survey,-49.27,-980.61,14,no_signal,,682.775,1828.88
53,measure,survey,-49.27,-980.61,15,no_signal,,688.775,1828.88
54,measure,survey,-49.27,-980.61,16,no_signal,,694.775,1828.88
55,measure,survey,-49.27,-980.61,17,no_signal,,700.775,1828.88
56,measure,survey,-49.27,-980.61,18,no_signal,,706.775,1828.88
57,measure,survey,-49.27,-980.61,19,direction,110.69,712.775,1828.88
58,measure,survey,-49.27,-980.61,20,no_signal,,718.775,1828.88
59,measure,survey,702.83,-677.94,3,direction,100.77,886.919,2639.60
60,measure,survey,702.83,-677.94,4,no_signal,,892.919,2639.60
61,measure,survey,702.83,-677.94,5,no_signal,,898.919,2639.60
62,measure,survey,702.83,-677.94,6,direction,108.82,904.919,2639.60
63,measure,survey,702.83,-677.94,7,no_signal,,910.919,2639.60
64,measure,survey,702.83,-677.94,8,no_signal,,916.919,2639.60
65,measure,survey,702.83,-677.94,9,no_signal,,922.919,2639.60
66,measure,survey,702.83,-677.94,11,no_signal,,928.919,2639.60
67,measure,survey,702.83,-677.94,12,no_signal,,934.919,2639.60
68,measure,survey,702.83,-677.94,13,no_signal,,940.919,2639.60
69,measure,survey,702.83,-677.94,14,no_signal,,946.919,2639.60
70,measure,survey,702.83,-677.94,15,no_signal,,952.919,2639.60
71,measure,survey,702.83,-677.94,17,no_signal,,958.919,2639.60
72,measure,survey,702.83,-677.94,18,no_signal,,964.919,2639.60
73,measure,survey,702.83,-677.94,20,no_signal,,970.919,2639.60
74,measure,survey,978.99,85.42,3,direction,142.82,1139.275,3451.37
75,measure,survey,978.99,85.42,4,no_signal,,1145.275,3451.37
76,measure,survey,978.99,85.42,5,no_signal,,1151.275,3451.37
77,measure,survey,978.99,85.42,7,no_signal,,1157.275,3451.37
78,measure,survey,978.99,85.42,8,no_signal,,1163.275,3451.37
