seq,kind,stage,x_m,y_m,channel,outcome,theta_deg,virtual_time_s,travel_m
0,measure,survey,0.00,0.00,1,direction,113.55,5.000,0.00
1,measure,survey,0.00,0.00,2,direction,199.29,11.000,0.00
2,measure,survey,0.00,0.00,3,direction,23.40,17.000,0.00
3,measure,survey,0.00,0.00,4,no_signal,,23.000,0.00
4,measure,survey,0.00,0.00,5,no_signal,,29.000,0.00
5,measure,survey,0.00,0.00,6,no_signal,,35.000,0.00
6,measure,survey,0.00,0.00,7,no_signal,,41.000,0.00
7,measure,survey,0.00,0.00,8,no_signal,,47.000,0.00
8,measure,survey,0.00,0.00,9,direction,195.30,53.000,0.00
9,measure,survey,0.00,0.00,10,no_signal,,59.000,0.00
10,measure,survey,0.00,0.00,11,no_signal,,65.000,0.00
11,measure,survey,0.00,0.00,12,no_signal,,71.000,0.00
12,measure,survey,0.00,0.00,13,direction,119.40,77.000,0.00
13,measure,survey,0.00,0.00,14,direction,286.83,83.000,0.00
14,measure,survey,0.00,0.00,15,no_signal,,89.000,0.00
15,measure,survey,0.00,0.00,16,direction,32.43,95.000,0.00
16,measure,survey,0.00,0.00,17,no_signal,,101.000,0.00
17,measure,survey,0.00,0.00,18,direction,87.99,107.000,0.00
18,measure,survey,0.00,0.00,19,no_signal,,113.000,0.00
19,measure,survey,0.00,0.00,20,no_signal,,119.000,0.00
20,measure,survey,-1169.53,268.71,1,direction,43.57,365.000,1200.00
21,measure,survey,-1169.53,268.71,2,direction,308.68,371.000,1200.00
22,measure,survey,-1169.53,268.71,3,no_signal,,377.000,1200.00
23,measure,survey,-1169.53,268.71,4,no_signal,,383.000,1200.00
24,measure,survey,-1169.53,268.71,5,no_signal,,389.000,1200.00
25,measure,survey,-1169.53,268.71,6,no_signal,,395.000,1200.00
26,measure,survey,-1169.53,268.71,7,no_signal,,401.000,1200.00
27,measure,survey,-1169.53,268.71,8,no_signal,,407.000,1200.00
28,measure,survey,-1169.53,268.71,9,direction,320.06,413.000,1200.00
29,measure,survey,-1169.53,268.71,10,no_signal,,419.000,1200.00
30,measure,survey,-1169.53,268.71,11,no_signal,,425.000,1200.00
31,measure,survey,-1169.53,268.71,12,no_signal,,431.000,1200.00
32,measure,survey,-1169.53,268.71,13,direction,17.73,437.000,1200.00
33,measure,survey,-1169.53,268.71,14,no_signal,,443.000,1200.00
34,measure,survey,-1169.53,268.71,15,no_signal,,449.000,1200.00
35,measure,survey,-1169.53,268.71,16,no_signal,,455.000,1200.00
36,measure,survey,-1169.53,268.71,17,no_signal,,461.000,1200.00
37,measure,survey,-1169.53,268.71,18,no_signal,,467.000,1200.00
38,measure,survey,-1169.53,268.71,19,no_signal,,473.000,1200.00
39,measure,survey,-1169.53,268.71,20,no_signal,,479.000,1200.00
40,clear,survey-clear,-745.39,-260.56,2,success,,619.650,1878.25
41,clear,survey-clear,-639.54,-174.55,9,success,,651.928,2014.64
42,measure,survey-clear,-817.47,-878.49,3,no_signal,,803.144,2740.72
43,measure,survey-clear,-817.47,-878.49,4,no_signal,,809.144,2740.72
44,measure,survey-clear,-817.47,-878.49,5,direction,333.96,815.144,2740.72
45,measure,survey-clear,-817.47,-878.49,6,no_signal,,821.144,2740.72
46,measure,survey-clear,-817.47,-878.49,7,direction,303.90,827.144,2740.72
47,measure,survey-clear,-817.47,-878.49,8,no_signal,,833.144,2740.72
48,measure,survey-clear,-817.47,-878.49,10,no_signal,,839.144,2740.72
49,measure,survey-clear,-817.47,-878.49,11,no_signal,,845.144,2740.72
50,measure,survey-clear,-817.47,-878.49,12,no_signal,,851.144,2740.72
51,measure,survey-clear,-817.47,-878.49,13,no_signal,,857.144,2740.72
52,measure,survey-clear,-817.47,-878.49,14,direction,6.90,863.144,2740.72
53,measure,survey-clear,-817.47,-878.49,15,no_signal,,869.144,2740.72
54,measure,survey-clear,-817.47,-878.49,16,no_signal,,875.144,2740.72
55,measure,survey-clear,-817.47,-878.49,17,no_signal,,881.144,2740.72
56,measure,survey-clear,-817.47,-878.49,18,no_signal,,887.144,2740.72
57,measure,survey-clear,-817.47,-878.49,19,no_signal,,893.144,2740.72
58,measure,survey-clear,-817.47,-878.49,20,no_signal,,899.144,2740.72
59,clear,survey-clear,227.94,-752.28,14,success,,1114.744,3793.72
60,measure,survey-clear,352.06,-1147.20,3,no_signal,,1203.537,4207.68
61,measure,survey-clear,352.06,-1147.20,4,no_signal,,1209.537,4207.68
62,measure,survey-clear,352.06,-1147.20,5,direction,265.54,1215.537,4207.68
63,measure,survey-clear,352.06,-1147.20,6,direction,345.58,1221.537,4207.68
64,measure,survey-clear,352.06,-1147.20,7,direction,201.47,1227.537,4207.68
65,measure,survey-clear,352.06,-1147.20,8,no_signal,,1233.537,4207.68
66,measure,survey-clear,352.06,-1147.20,10,direction,353.35,1239.537,4207.68
67,measure,survey-clear,352.06,-1147.20,11,no_signal,,1245.537,4207.68
68,measure,survey-clear,352.06,-1147.20,12,no_signal,,1251.537,4207.68
69,measure,survey-clear,352.06,-1147.20,15,no_signal,,1257.537,4207.68
70,measure,survey-clear,352.06,-1147.20,16,no_signal,,1263.537,4207.68
71,measure,survey-clear,352.06,-1147.20,17,no_signal,,1269.537,4207.68
72,measure,survey-clear,352.06,-1147.20,18,no_signal,,1275.537,4207.68
73,measure,survey-clear,352.06,-1147.20,19,no_signal,,1281.537,4207.68
74,measure,survey-clear,352.06,-1147.20,20,no_signal,,1287.537,4207.68
75,measure,survey-clear,1169.53,-268.71,3,direction,88.38,1533.537,5407.68
76,measure,survey-clear,1169.53,-268.71,4,direction,78.36,1539.537,5407.68
77,measure,survey-clear,1169.53,-268.71,5,no_signal,,1545.537,5407.68
78,measure,survey-clear,1169.53,-268.71,6,direction,241.15,1551.537,5407.68
79,measure,survey-clear,1169.53,-268.71,8,no_signal,,1557.537,5407.68
80,measure,survey-clear,1169.53,-268.71,10,direction,274.37,1563.537,5407.68
81,measure,survey-clear,1169.53,-268.71,11,no_signal,,1569.537,5407.68
82,measure,survey-clear,1169.53,-268.71,12,no_signal,,1575.537,5407.68
83,measure,survey-clear,1169.53,-268.71,15,no_signal,,1581.537,5407.68
84,measure,survey-clear,1169.53,-268.71,16,direction,114.78,1587.537,5407.68
85,measure,survey-clear,1169.53,-268.71,17,no_signal,,1593.537,5407.68
86,measure,survey-clear,1169.53,-268.71,18,no_signal,,1599.537,5407.68
87,measure,survey-clear,1169.53,-268.71,19,no_signal,,1605.537,5407.68
88,measure,survey-clear,1169.53,-268.71,20,direction,55.80,1611.537,5407.68
89,clear,survey-clear,1192.28,516.44,3,no_target_in_range,,1771.631,6193.16
90,clear,survey-clear,808.53,514.06,16,success,,1853.383,6576.92
91,measure,survey-clear,817.47,878.49,1,direction,175.89,1932.290,6941.45
92,measure,survey-clear,817.47,878.49,3,direction,313.71,1938.290,6941.45
93,measure,survey-clear,817.47,878.49,4,direction,6.09,1944.290,6941.45
94,measure,survey-clear,817.47,878.49,8,direction,123.85,1950.290,6941.45
95,measure,survey-clear,817.47,878.49,11,no_signal,,1956.290,6941.45
96,measure,survey-clear,817.47,878.49,12,no_signal,,1962.290,6941.45
97,measure,survey-clear,817.47,878.49,13,direction,195.75,1968.290,6941.45
98,measure,survey-clear,817.47,878.49,15,no_signal,,1974.290,6941.45
99,measure,survey-clear,817.47,878.49,17,no_signal,,1980.290,6941.45
100,measure,survey-clear,817.47,878.49,18,direction,171.86,1986.290,6941.45
101,measure,survey-clear,817.47,878.49,19,no_signal,,1992.290,6941.45
102,measure,survey-clear,817.47,878.49,20,direction,323.57,1998.290,6941.45
103,clear,survey-clear,-425.72,969.63,1,success,,2252.596,8187.98
