seq,kind,stage,x_m,y_m,channel,outcome,theta_deg,virtual_time_s,travel_m
0,measure,survey,0.00,0.00,1,direction,287.17,5.000,0.00
1,measure,survey,0.00,0.00,2,no_signal,,11.000,0.00
2,measure,survey,0.00,0.00,3,no_signal,,17.000,0.00
3,measure,survey,0.00,0.00,4,no_signal,,23.000,0.00
4,measure,survey,0.00,0.00,5,no_signal,,29.000,0.00
5,measure,survey,0.00,0.00,6,no_signal,,35.000,0.00
6,measure,survey,0.00,0.00,7,direction,338.01,41.000,0.00
7,measure,survey,0.00,0.00,8,no_signal,,47.000,0.00
8,measure,survey,0.00,0.00,9,direction,59.10,53.000,0.00
9,measure,survey,0.00,0.00,10,no_signal,,59.000,0.00
10,measure,survey,0.00,0.00,11,direction,108.97,65.000,0.00
11,measure,survey,0.00,0.00,12,direction,244.00,71.000,0.00
12,measure,survey,0.00,0.00,13,direction,294.64,77.000,0.00
13,measure,survey,0.00,0.00,14,no_signal,,83.000,0.00
14,measure,survey,0.00,0.00,15,direction,173.79,89.000,0.00
15,measure,survey,0.00,0.00,16,no_signal,,95.000,0.00
16,measure,survey,0.00,0.00,17,direction,350.21,101.000,0.00
17,measure,survey,0.00,0.00,18,no_signal,,107.000,0.00
18,measure,survey,0.00,0.00,19,no_signal,,113.000,0.00
19,measure,survey,0.00,0.00,20,no_signal,,119.000,0.00
20,measure,survey,864.12,-494.16,1,direction,195.91,324.087,995.44
21,measure,survey,864.12,-494.16,2,no_signal,,330.087,995.44
22,measure,survey,864.12,-494.16,3,no_signal,,336.087,995.44
23,measure,survey,864.12,-494.16,4,direction,295.41,342.087,995.44
24,measure,survey,864.12,-494.16,5,no_signal,,348.087,995.44
25,measure,survey,864.12,-494.16,6,no_signal,,354.087,995.44
26,measure,survey,864.12,-494.16,7,direction,119.70,360.087,995.44
27,measure,survey,864.12,-494.16,8,direction,310.33,366.087,995.44
28,measure,survey,864.12,-494.16,9,no_signal,,372.087,995.44
29,measure,survey,864.12,-494.16,10,no_signal,,378.087,995.44
30,measure,survey,864.12,-494.16,11,no_signal,,384.087,995.44
31,measure,survey,864.12,-494.16,12,direction,155.88,390.087,995.44
32,measure,survey,864.12,-494.16,13,direction,221.26,396.087,995.44
33,measure,survey,864.12,-494.16,14,no_signal,,402.087,995.44
34,measure,survey,864.12,-494.16,15,no_signal,,408.087,995.44
35,measure,survey,864.12,-494.16,16,no_signal,,414.087,995.44
36,measure,survey,864.12,-494.16,17,direction,136.61,420.087,995.44
37,measure,survey,864.12,-494.16,18,direction,269.47,426.087,995.44
38,measure,survey,864.12,-494.16,19,no_signal,,432.087,995.44
39,measure,survey,864.12,-494.16,20,no_signal,,438.087,995.44
40,clear,survey-clear,756.11,-305.79,7,success,,486.515,1212.57
41,measure,survey-clear,922.11,337.26,2,direction,85.70,625.340,1876.70
42,measure,survey-clear,922.11,337.26,3,no_signal,,631.340,1876.70
43,measure,survey-clear,922.11,337.26,4,no_signal,,637.340,1876.70
44,measure,survey-clear,922.11,337.26,5,no_signal,,643.340,1876.70
45,measure,survey-clear,922.11,337.26,6,no_signal,,649.340,1876.70
46,measure,survey-clear,922.11,337.26,8,no_signal,,655.340,1876.70
47,measure,survey-clear,922.11,337.26,9,direction,124.44,661.340,1876.70
48,measure,survey-clear,922.11,337.26,10,no_signal,,667.340,1876.70
49,measure,survey-clear,922.11,337.26,11,direction,174.83,673.340,1876.70
50,measure,survey-clear,922.11,337.26,13,no_signal,,679.340,1876.70
51,measure,survey-clear,922.11,337.26,14,no_signal,,685.340,1876.70
52,measure,survey-clear,922.11,337.26,15,no_signal,,691.340,1876.70
53,measure,survey-clear,922.11,337.26,16,no_signal,,697.340,1876.70
54,measure,survey-clear,922.11,337.26,17,direction,218.32,703.340,1876.70
55,measure,survey-clear,922.11,337.26,18,no_signal,,709.340,1876.70
56,measure,survey-clear,922.11,337.26,19,no_signal,,715.340,1876.70
57,measure,survey-clear,922.11,337.26,20,no_signal,,721.340,1876.70
58,clear,survey-clear,537.53,898.87,9,no_target_in_range,,860.474,2557.37
59,measure,survey-clear,349.96,911.64,2,direction,7.06,904.074,2745.37
60,measure,survey-clear,349.96,911.64,3,direction,84.76,910.074,2745.37
61,measure,survey-clear,349.96,911.64,5,no_signal,,916.074,2745.37
62,measure,survey-clear,349.96,911.64,6,no_signal,,922.074,2745.37
63,measure,survey-clear,349.96,911.64,9,direction,2.05,928.074,2745.37
64,measure,survey-clear,349.96,911.64,10,no_signal,,934.074,2745.37
65,measure,survey-clear,349.96,911.64,11,direction,224.13,940.074,2745.37
66,measure,survey-clear,349.96,911.64,14,no_signal,,946.074,2745.37
67,measure,survey-clear,349.96,911.64,15,no_signal,,952.074,2745.37
68,measure,survey-clear,349.96,911.64,16,no_signal,,958.074,2745.37
69,measure,survey-clear,349.96,911.64,19,no_signal,,964.074,2745.37
70,measure,survey-clear,349.96,911.64,20,no_signal,,970.074,2745.37
71,clear,survey-clear,533.28,915.00,9,success,,1011.744,2928.72
72,measure,survey-clear,-460.65,868.06,3,no_signal,,1216.751,3923.75
73,measure,survey-clear,-460.65,868.06,5,no_signal,,1222.751,3923.75
74,measure,survey-clear,-460.65,868.06,6,no_signal,,1228.751,3923.75
