seq,kind,stage,x_m,y_m,channel,outcome,theta_deg,virtual_time_s,travel_m
0,measure,survey,0.00,0.00,1,no_signal,,5.000,0.00
1,measure,survey,0.00,0.00,2,direction,273.65,11.000,0.00
2,measure,survey,0.00,0.00,3,direction,171.70,17.000,0.00
3,measure,survey,0.00,0.00,4,no_signal,,23.000,0.00
4,measure,survey,0.00,0.00,5,no_signal,,29.000,0.00
5,measure,survey,0.00,0.00,6,no_signal,,35.000,0.00
6,measure,survey,0.00,0.00,7,direction,20.31,41.000,0.00
7,measure,survey,0.00,0.00,8,no_signal,,47.000,0.00
8,measure,survey,0.00,0.00,9,direction,324.44,53.000,0.00
9,measure,survey,0.00,0.00,10,no_signal,,59.000,0.00
10,measure,survey,0.00,0.00,11,no_signal,,65.000,0.00
11,measure,survey,0.00,0.00,12,direction,291.73,71.000,0.00
12,measure,survey,0.00,0.00,13,direction,14.47,77.000,0.00
13,measure,survey,0.00,0.00,14,no_signal,,83.000,0.00
14,measure,survey,0.00,0.00,15,no_signal,,89.000,0.00
15,measure,survey,0.00,0.00,16,direction,310.15,95.000,0.00
16,measure,survey,0.00,0.00,17,no_signal,,101.000,0.00
17,measure,survey,0.00,0.00,18,no_signal,,107.000,0.00
18,measure,survey,0.00,0.00,19,no_signal,,113.000,0.00
19,measure,survey,0.00,0.00,20,no_signal,,119.000,0.00
20,measure,survey,994.31,-47.40,1,no_signal,,324.087,995.44
21,measure,survey,994.31,-47.40,2,no_signal,,330.087,995.44
22,measure,survey,994.31,-47.40,3,no_signal,,336.087,995.44
23,measure,survey,994.31,-47.40,4,no_signal,,342.087,995.44
24,measure,survey,994.31,-47.40,5,no_signal,,348.087,995.44
25,measure,survey,994.31,-47.40,6,no_signal,,354.087,995.44
26,measure,survey,994.31,-47.40,7,direction,151.17,360.087,995.44
27,measure,survey,994.31,-47.40,8,no_signal,,366.087,995.44
28,measure,survey,994.31,-47.40,9,direction,202.96,372.087,995.44
29,measure,survey,994.31,-47.40,10,no_signal,,378.087,995.44
30,measure,survey,994.31,-47.40,11,no_signal,,384.087,995.44
31,measure,survey,994.31,-47.40,12,direction,224.83,390.087,995.44
32,measure,survey,994.31,-47.40,13,direction,51.67,396.087,995.44
33,measure,survey,994.31,-47.40,14,no_signal,,402.087,995.44
34,measure,survey,994.31,-47.40,15,no_signal,,408.087,995.44
35,measure,survey,994.31,-47.40,16,direction,220.30,414.087,995.44
36,measure,survey,994.31,-47.40,17,no_signal,,420.087,995.44
37,measure,survey,994.31,-47.40,18,no_signal,,426.087,995.44
38,measure,survey,994.31,-47.40,19,no_signal,,432.087,995.44
39,measure,survey,994.31,-47.40,20,no_signal,,438.087,995.44
40,clear,survey-clear,543.01,200.59,7,success,,546.077,1510.39
41,clear,survey-clear,1298.45,335.89,13,no_target_in_range,,702.570,2277.85
42,measure,survey-clear,668.06,719.53,1,no_signal,,856.160,3015.80
43,measure,survey-clear,668.06,719.53,2,no_signal,,862.160,3015.80
44,measure,survey-clear,668.06,719.53,3,no_signal,,868.160,3015.80
45,measure,survey-clear,668.06,719.53,4,no_signal,,874.160,3015.80
46,measure,survey-clear,668.06,719.53,5,no_signal,,880.160,3015.80
47,measure,survey-clear,668.06,719.53,6,no_signal,,886.160,3015.80
48,measure,survey-clear,668.06,719.53,8,no_signal,,892.160,3015.80
49,measure,survey-clear,668.06,719.53,9,direction,256.74,898.160,3015.80
50,measure,survey-clear,668.06,719.53,10,no_signal,,904.160,3015.80
51,measure,survey-clear,668.06,719.53,11,no_signal,,910.160,3015.80
52,measure,survey-clear,668.06,719.53,12,no_signal,,916.160,3015.80
53,measure,survey-clear,668.06,719.53,13,direction,325.07,922.160,3015.80
54,measure,survey-clear,668.06,719.53,14,no_signal,,928.160,3015.80
55,measure,survey-clear,668.06,719.53,15,no_signal,,934.160,3015.80
56,measure,survey-clear,668.06,719.53,17,no_signal,,940.160,3015.80
57,measure,survey-clear,668.06,719.53,18,no_signal,,946.160,3015.80
58,measure,survey-clear,668.06,719.53,19,no_signal,,952.160,3015.80
59,measure,survey-clear,668.06,719.53,20,no_signal,,958.160,3015.80
60,measure,survey-clear,-102.64,971.10,1,no_signal,,1126.304,3826.52
61,measure,survey-clear,-102.64,971.10,2,no_signal,,1132.304,3826.52
62,measure,survey-clear,-102.64,971.10,3,direction,213.65,1138.304,3826.52
63,measure,survey-clear,-102.64,971.10,4,no_signal,,1144.304,3826.52
64,measure,survey-clear,-102.64,971.10,5,direction,175.98,1150.304,3826.52
65,measure,survey-clear,-102.64,971.10,6,no_signal,,1156.304,3826.52
66,measure,survey-clear,-102.64,971.10,8,no_signal,,1162.304,3826.52
67,measure,survey-clear,-102.64,971.10,10,no_signal,,1168.304,3826.52
68,measure,survey-clear,-102.64,971.10,11,no_signal,,1174.304,3826.52
69,measure,survey-clear,-102.64,971.10,14,no_signal,,1180.304,3826.52
70,measure,survey-clear,-102.64,971.10,15,no_signal,,1186.304,3826.52
71,measure,survey-clear,-102.64,971.10,17,direction,204.08,1192.304,3826.52
72,measure,survey-clear,-102.64,971.10,18,no_signal,,1198.304,3826.52
