seq,kind,stage,x_m,y_m,channel,outcome,theta_deg,virtual_time_s,travel_m
0,measure,survey,0.00,0.00,1,no_signal,,5.000,0.00
1,measure,survey,0.00,0.00,2,direction,112.22,11.000,0.00
2,measure,survey,0.00,0.00,3,no_signal,,17.000,0.00
3,measure,survey,0.00,0.00,4,no_signal,,23.000,0.00
4,measure,survey,0.00,0.00,5,direction,217.43,29.000,0.00
5,measure,survey,0.00,0.00,6,no_signal,,35.000,0.00
6,measure,survey,0.00,0.00,7,no_signal,,41.000,0.00
7,measure,survey,0.00,0.00,8,no_signal,,47.000,0.00
8,measure,survey,0.00,0.00,9,direction,337.32,53.000,0.00
9,measure,survey,0.00,0.00,10,direction,108.40,59.000,0.00
10,measure,survey,0.00,0.00,11,no_signal,,65.000,0.00
11,measure,survey,0.00,0.00,12,no_signal,,71.000,0.00
12,measure,survey,0.00,0.00,13,direction,318.03,77.000,0.00
13,measure,survey,0.00,0.00,14,no_signal,,83.000,0.00
14,measure,survey,0.00,0.00,15,direction,149.12,89.000,0.00
15,measure,survey,0.00,0.00,16,no_signal,,95.000,0.00
16,measure,survey,0.00,0.00,17,no_signal,,101.000,0.00
17,measure,survey,0.00,0.00,18,no_signal,,107.000,0.00
18,measure,survey,0.00,0.00,19,no_signal,,113.000,0.00
19,measure,survey,0.00,0.00,20,no_signal,,119.000,0.00
20,measure,survey,-995.43,-4.50,1,no_signal,,324.087,995.44
21,measure,survey,-995.43,-4.50,2,direction,46.19,330.087,995.44
22,measure,survey,-995.43,-4.50,3,no_signal,,336.087,995.44
23,measure,survey,-995.43,-4.50,4,no_signal,,342.087,995.44
24,measure,survey,-995.43,-4.50,5,direction,330.81,348.087,995.44
25,measure,survey,-995.43,-4.50,6,no_signal,,354.087,995.44
26,measure,survey,-995.43,-4.50,7,no_signal,,360.087,995.44
27,measure,survey,-995.43,-4.50,8,no_signal,,366.087,995.44
28,measure,survey,-995.43,-4.50,9,no_signal,,372.087,995.44
29,measure,survey,-995.43,-4.50,10,direction,64.20,378.087,995.44
30,measure,survey,-995.43,-4.50,11,no_signal,,384.087,995.44
31,measure,survey,-995.43,-4.50,12,no_signal,,390.087,995.44
32,measure,survey,-995.43,-4.50,13,no_signal,,396.087,995.44
33,measure,survey,-995.43,-4.50,14,no_signal,,402.087,995.44
34,measure,survey,-995.43,-4.50,15,direction,97.10,408.087,995.44
35,measure,survey,-995.43,-4.50,16,no_signal,,414.087,995.44
36,measure,survey,-995.43,-4.50,17,no_signal,,420.087,995.44
37,measure,survey,-995.43,-4.50,18,no_signal,,426.087,995.44
38,measure,survey,-995.43,-4.50,19,no_signal,,432.087,995.44
