seq,kind,stage,x_m,y_m,channel,outcome,theta_deg,virtual_time_s,travel_m
0,measure,survey,0.00,0.00,1,direction,54.22,5.000,0.00
1,measure,survey,0.00,0.00,2,direction,6.44,11.000,0.00
2,measure,survey,0.00,0.00,3,no_signal,,17.000,0.00
3,measure,survey,0.00,0.00,4,no_signal,,23.000,0.00
4,measure,survey,0.00,0.00,5,direction,344.30,29.000,0.00
5,measure,survey,0.00,0.00,6,no_signal,,35.000,0.00
6,measure,survey,0.00,0.00,7,no_signal,,41.000,0.00
7,measure,survey,0.00,0.00,8,no_signal,,47.000,0.00
8,measure,survey,0.00,0.00,9,no_signal,,53.000,0.00
9,measure,survey,0.00,0.00,10,no_signal,,59.000,0.00
10,measure,survey,0.00,0.00,11,no_signal,,65.000,0.00
11,measure,survey,0.00,0.00,12,no_signal,,71.000,0.00
12,measure,survey,0.00,0.00,13,no_signal,,77.000,0.00
13,measure,survey,0.00,0.00,14,direction,12.06,83.000,0.00
14,measure,survey,0.00,0.00,15,no_signal,,89.000,0.00
15,measure,survey,0.00,0.00,16,direction,242.46,95.000,0.00
16,measure,survey,0.00,0.00,17,no_signal,,101.000,0.00
17,measure,survey,0.00,0.00,18,no_signal,,107.000,0.00
18,measure,survey,0.00,0.00,19,no_signal,,113.000,0.00
19,measure,survey,0.00,0.00,20,no_signal,,119.000,0.00
20,measure,survey,524.23,846.21,1,direction,258.71,324.087,995.44
21,measure,survey,524.23,846.21,2,direction,307.65,330.087,995.44
22,measure,survey,524.23,846.21,3,no_signal,,336.087,995.44
23,measure,survey,524.23,846.21,4,no_signal,,342.087,995.44
24,measure,survey,524.23,846.21,5,no_signal,,348.087,995.44
25,measure,survey,524.23,846.21,6,no_signal,,354.087,995.44
26,measure,survey,524.23,846.21,7,no_signal,,360.087,995.44
27,measure,survey,524.23,846.21,8,no_signal,,366.087,995.44
28,measure,survey,524.23,846.21,9,no_signal,,372.087,995.44
29,measure,survey,524.23,846.21,10,no_signal,,378.087,995.44
30,measure,survey,524.23,846.21,11,no_signal,,384.087,995.44
31,measure,survey,524.23,846.21,12,no_signal,,390.087,995.44
32,measure,survey,524.23,846.21,13,no_signal,,396.087,995.44
33,measure,survey,524.23,846.21,14,direction,310.39,402.087,995.44
34,measure,survey,524.23,846.21,15,no_signal,,408.087,995.44
35,measure,survey,524.23,846.21,16,no_signal,,414.087,995.44
36,measure,survey,524.23,846.21,17,no_signal,,420.087,995.44
37,measure,survey,524.23,846.21,18,no_signal,,426.087,995.44
38,measure,survey,524.23,846.21,19,no_signal,,432.087,995.44
39,measure,survey,524.23,846.21,20,no_signal,,438.087,995.44
40,clear,survey-clear,490.71,682.06,1,success,,476.595,1162.98
41,measure,survey-clear,-304.64,933.39,3,no_signal,,649.419,1997.09
42,measure,survey-clear,-304.64,933.39,4,no_signal,,655.419,1997.09
43,measure,survey-clear,-304.64,933.39,5,no_signal,,661.419,1997.09
44,measure,survey-clear,-304.64,933.39,6,no_signal,,667.419,1997.09
45,measure,survey-clear,-304.64,933.39,7,no_signal,,673.419,1997.09
46,measure,survey-clear,-304.64,933.39,8,no_signal,,679.419,1997.09
47,measure,survey-clear,-304.64,933.39,9,no_signal,,685.419,1997.09
48,measure,survey-clear,-304.64,933.39,10,no_signal,,691.419,1997.09
49,measure,survey-clear,-304.64,933.39,11,direction,192.27,697.419,1997.09
50,measure,survey-clear,-304.64,933.39,12,no_signal,,703.419,1997.09
51,measure,survey-clear,-304.64,933.39,13,no_signal,,709.419,1997.09
52,measure,survey-clear,-304.64,933.39,14,no_signal,,715.419,1997.09
53,measure,survey-clear,-304.64,933.39,15,no_signal,,721.419,1997.09
54,measure,survey-clear,-304.64,933.39,16,no_signal,,727.419,1997.09
55,measure,survey-clear,-304.64,933.39,17,no_signal,,733.419,1997.09
56,measure,survey-clear,-304.64,933.39,18,direction,188.21,739.419,1997.09
57,measure,survey-clear,-304.64,933.39,19,no_signal,,745.419,1997.09
58,measure,survey-clear,-304.64,933.39,20,no_signal,,751.419,1997.09
59,measure,survey-clear,-898.78,381.78,3,no_signal,,919.563,2807.81
60,measure,survey-clear,-898.78,381.78,4,no_signal,,925.563,2807.81
61,measure,survey-clear,-898.78,381.78,6,no_signal,,931.563,2807.81
62,measure,survey-clear,-898.78,381.78,7,no_signal,,937.563,2807.81
63,measure,survey-clear,-898.78,381.78,8,no_signal,,943.563,2807.81
64,measure,survey-clear,-898.78,381.78,9,no_signal,,949.563,2807.81
65,measure,survey-clear,-898.78,381.78,10,no_signal,,955.563,2807.81
66,measure,survey-clear,-898.78,381.78,11,direction,147.81,961.563,2807.81
67,measure,survey-clear,-898.78,381.78,12,no_signal,,967.563,2807.81
68,measure,survey-clear,-898.78,381.78,13,no_signal,,973.563,2807.81
69,measure,survey-clear,-898.78,381.78,15,no_signal,,979.563,2807.81
70,measure,survey-clear,-898.78,381.78,16,direction,291.20,985.563,2807.81
71,measure,survey-clear,-898.78,381.78,17,no_signal,,991.563,2807.81
72,measure,survey-clear,-898.78,381.78,18,direction,144.18,997.563,2807.81
73,measure,survey-clear,-898.78,381.78,19,direction,238.44,1003.563,2807.81
74,measure,survey-clear,-898.78,381.78,20,no_signal,,1009.563,2807.81
75,measure,survey-clear,-883.71,-429.85,3,no_signal,,1177.918,3619.59
76,measure,survey-clear,-883.71,-429.85,4,no_signal,,1183.918,3619.59
77,measure,survey-clear,-883.71,-429.85,5,no_signal,,1189.918,3619.59
78,measure,survey-clear,-883.71,-429.85,6,no_signal,,1195.918,3619.59
79,measure,survey-clear,-883.71,-429.85,7,no_signal,,1201.918,3619.59
80,measure,survey-clear,-883.71,-429.85,8,no_signal,,1207.918,3619.59
81,measure,survey-clear,-883.71,-429.85,9,no_signal,,1213.918,3619.59
82,measure,survey-clear,-883.71,-429.85,10,no_signal,,1219.918,3619.59
83,measure,survey-clear,-883.71,-429.85,11,direction,114.39,1225.918,3619.59
84,measure,survey-clear,-883.71,-429.85,12,no_signal,,1231.918,3619.59
85,measure,survey-clear,-883.71,-429.85,13,no_signal,,1237.918,3619.59
86,measure,survey-clear,-883.71,-429.85,15,no_signal,,1243.918,3619.59
87,measure,survey-clear,-883.71,-429.85,16,direction,320.84,1249.918,3619.59
88,measure,survey-clear,-883.71,-429.85,17,no_signal,,1255.918,3619.59
89,measure,survey-clear,-883.71,-429.85,18,direction,113.90,1261.918,3619.59
90,measure,survey-clear,-883.71,-429.85,19,direction,161.41,1267.918,3619.59
91,measure,survey-clear,-883.71,-429.85,20,no_signal,,1273.918,3619.59
92,clear,survey-clear,-420.72,-807.34,16,success,,1398.394,4216.97
93,measure,survey-clear,-247.23,-957.48,3,no_signal,,1450.281,4446.40
94,measure,survey-clear,-247.23,-957.48,4,no_signal,,1456.281,4446.40
95,measure,survey-clear,-247.23,-957.48,5,no_signal,,1462.281,4446.40
96,measure,survey-clear,-247.23,-957.48,6,no_signal,,1468.281,4446.40
97,measure,survey-clear,-247.23,-957.48,7,no_signal,,1474.281,4446.40
